Date,TH/s
11/8/2011,10.11032645
11/9/2011,8.674540443
11/10/2011,8.674540443
11/11/2011,8.076296275
11/12/2011,8.794189277
11/13/2011,8.794189277
11/14/2011,10.25533355
11/15/2011,7.884158164
11/16/2011,7.884158164
11/17/2011,7.765599394
11/18/2011,7.647040625
11/19/2011,7.647040625
11/20/2011,8.002716933
11/21/2011,8.002716933
11/22/2011,8.002716933
11/23/2011,6.639291085
11/24/2011,7.70632001
11/25/2011,7.70632001
11/26/2011,6.757849855
11/27/2011,7.350643702
11/28/2011,7.350643702
11/29/2011,7.9160865
11/30/2011,10.03065755
12/1/2011,10.03065755
12/2/2011,8.132965582
12/3/2011,7.428108565
12/4/2011,7.428108565
12/5/2011,8.620943517
12/6/2011,7.97030627
12/7/2011,7.97030627
12/8/2011,8.187185352
12/9/2011,8.512503976
12/10/2011,8.512503976
12/11/2011,7.265449253
12/12/2011,7.406827445
12/13/2011,7.406827445
12/14/2011,7.062323843
12/15/2011,7.11974111
12/16/2011,7.11974111
12/17/2011,8.440338251
12/18/2011,8.670007319
12/19/2011,8.670007319
12/20/2011,8.899676387
12/21/2011,7.923582848
12/22/2011,7.923582848
12/23/2011,7.579079246
12/24/2011,9.99060446
12/25/2011,9.99060446
12/26/2011,9.168004881
12/27/2011,8.649061209
12/28/2011,8.649061209
12/29/2011,7.380532231
12/30/2011,9.283325697
12/31/2011,9.283325697
1/1/2012,8.764382025
1/2/2012,9.340986105
1/3/2012,9.340986105
1/4/2012,8.476079985
1/5/2012,9.80226937
1/6/2012,9.80226937
1/7/2012,9.283325697
1/8/2012,10.01025622
1/9/2012,10.01025622
1/10/2012,9.450676678
1/11/2012,10.32113374
1/12/2012,10.32113374
1/13/2012,9.948080714
1/14/2012,9.20197466
1/15/2012,9.20197466
1/16/2012,9.823729705
1/17/2012,8.828921633
1/18/2012,8.828921633
1/19/2012,8.580219616
1/20/2012,11.1294153
1/21/2012,11.1294153
1/22/2012,11.11628753
1/23/2012,8.77601647
1/24/2012,8.77601647
1/25/2012,8.450978823
1/26/2012,9.036046588
1/27/2012,9.036046588
1/28/2012,10.59622729
1/29/2012,10.79124988
1/30/2012,10.79124988
1/31/2012,8.77601647
2/1/2012,10.59622729
2/2/2012,10.59622729
2/3/2012,11.24755398
2/4/2012,9.327239883
2/5/2012,9.327239883
2/6/2012,9.807318406
2/7/2012,9.052909298
2/8/2012,9.052909298
2/9/2012,10.08164899
2/10/2012,9.464405175
2/11/2012,9.464405175
2/12/2012,10.08164899
2/13/2012,9.327239883
2/14/2012,9.327239883
2/15/2012,8.847161359
2/16/2012,9.73873576
2/17/2012,9.73873576
2/18/2012,10.74136802
2/19/2012,9.988788097
2/20/2012,9.988788097
2/21/2012,10.74136802
2/22/2012,11.49394795
2/23/2012,11.49394795
2/24/2012,11.42553159
2/25/2012,10.39928624
2/26/2012,10.39928624
2/27/2012,10.26245352
2/28/2012,12.72544237
2/29/2012,12.72544237
3/1/2012,9.897222875
3/2/2012,8.855409941
3/3/2012,8.855409941
3/4/2012,9.822807666
3/5/2012,11.01345102
3/6/2012,11.01345102
3/7/2012,11.6087727
3/8/2012,12.35292479
3/9/2012,12.35292479
3/10/2012,9.897222875
3/11/2012,12.57617042
3/12/2012,12.57617042
3/13/2012,10.26929892
3/14/2012,9.599562037
3/15/2012,9.599562037
3/16/2012,12.81066608
3/17/2012,11.61897621
3/18/2012,11.61897621
3/19/2012,11.02313128
3/20/2012,12.06585992
3/21/2012,12.06585992
3/22/2012,9.682480179
3/23/2012,12.81066608
3/24/2012,12.81066608
3/25/2012,11.32105375
3/26/2012,11.02313128
3/27/2012,11.02313128
3/28/2012,11.23904129
3/29/2012,12.12846182
3/30/2012,12.12846182
3/31/2012,12.12846182
4/1/2012,10.26876434
4/2/2012,10.26876434
4/3/2012,11.40075411
4/4/2012,9.621913043
4/5/2012,9.621913043
4/6/2012,10.6730464
4/7/2012,11.80503617
4/8/2012,11.80503617
4/9/2012,11.56246693
4/10/2012,11.56246693
4/11/2012,11.56246693
4/12/2012,9.883251608
4/13/2012,10.43232114
4/14/2012,10.43232114
4/15/2012,10.43232114
4/16/2012,11.13826769
4/17/2012,11.13826769
4/18/2012,12.23640675
4/19/2012,12.15796825
4/20/2012,12.15796825
4/21/2012,11.68733722
4/22/2012,11.60889871
4/23/2012,11.60889871
4/24/2012,10.82451367
4/25/2012,12.07952974
4/26/2012,12.07952974
4/27/2012,11.6988143
4/28/2012,12.44873829
4/29/2012,12.44873829
4/30/2012,13.42363949
5/1/2012,11.5488295
5/2/2012,11.5488295
5/3/2012,11.6238219
5/4/2012,11.6988143
5/5/2012,11.6988143
5/6/2012,12.82370029
5/7/2012,13.94858628
5/8/2012,13.94858628
5/9/2012,12.40678265
5/10/2012,10.59746018
5/11/2012,10.59746018
5/12/2012,11.37288409
5/13/2012,12.32062444
5/14/2012,12.32062444
5/15/2012,9.649719838
5/16/2012,10.16666911
5/17/2012,10.16666911
5/18/2012,12.57909907
5/19/2012,12.23446622
5/20/2012,12.23446622
5/21/2012,10.0805109
5/22/2012,10.42514375
5/23/2012,10.42514375
5/24/2012,9.174760781
5/25/2012,10.67752332
5/26/2012,10.67752332
5/27/2012,10.91480162
5/28/2012,10.75661609
5/29/2012,10.75661609
5/30/2012,11.54754374
5/31/2012,11.94300757
6/1/2012,11.94300757
6/2/2012,12.49665693
6/3/2012,11.94300757
6/4/2012,11.94300757
6/5/2012,13.36667734
6/6/2012,9.965688435
6/7/2012,9.965688435
6/8/2012,13.14293301
6/9/2012,13.3790336
6/10/2012,13.3790336
6/11/2012,11.01802767
6/12/2012,12.74943202
6/13/2012,12.74943202
6/14/2012,12.51333143
6/15/2012,12.59203163
6/16/2012,12.59203163
6/17/2012,12.35593103
6/18/2012,14.32343598
6/19/2012,14.32343598
6/20/2012,10.47102688
6/21/2012,12.10176058
6/22/2012,12.10176058
6/23/2012,12.01593249
6/24/2012,13.13169765
6/25/2012,13.13169765
6/26/2012,13.90415045
6/27/2012,11.58679204
6/28/2012,11.58679204
6/29/2012,12.18758867
6/30/2012,11.84427631
7/1/2012,11.84427631
7/2/2012,12.44507293
7/3/2012,13.84337907
7/4/2012,13.84337907
7/5/2012,13.32098741
7/6/2012,14.80109712
7/7/2012,14.80109712
7/8/2012,14.36577074
7/9/2012,13.14685686
7/10/2012,13.14685686
7/11/2012,13.14685686
7/12/2012,14.01750963
7/13/2012,14.01750963
7/14/2012,12.9727263
7/15/2012,12.88566103
7/16/2012,12.88566102
7/17/2012,14.00960107
7/18/2012,13.26737055
7/19/2012,13.26737055
7/20/2012,13.91682225
7/21/2012,12.89625529
7/22/2012,12.89625529
7/23/2012,14.93738922
7/24/2012,14.28793751
7/25/2012,14.28793751
7/26/2012,15.58684092
7/27/2012,15.77239855
7/28/2012,15.77239855
7/29/2012,18.73004176
7/30/2012,13.46538137
7/31/2012,13.46538137
8/1/2012,15.59149422
8/2/2012,17.51512013
8/3/2012,17.51512013
8/4/2012,14.680303
8/5/2012,14.27532912
8/6/2012,14.27532912
8/7/2012,17.21138972
8/8/2012,16.09771157
8/9/2012,16.09771157
8/10/2012,15.9964681
8/11/2012,18.40554294
8/12/2012,18.40554294
8/13/2012,17.75209171
8/14/2012,18.62336001
8/15/2012,18.62336001
8/16/2012,15.57392095
8/17/2012,16.11846364
8/18/2012,16.11846364
8/19/2012,20.5837137
8/20/2012,19.7124454
8/21/2012,19.7124454
8/22/2012,17.96990879
8/23/2012,16.98973194
8/24/2012,16.98973194
8/25/2012,21.35320036
8/26/2012,18.07742531
8/27/2012,18.07742531
8/28/2012,20.13995034
8/29/2012,19.16935033
8/30/2012,19.16935033
8/31/2012,19.77597534
9/1/2012,18.56272532
9/2/2012,18.56272532
9/3/2012,15.52960026
9/4/2012,21.83850037
9/5/2012,21.83850037
9/6/2012,23.03455822
9/7/2012,18.74905902
9/8/2012,18.74905902
9/9/2012,19.28474642
9/10/2012,21.15965232
9/11/2012,21.15965232
9/12/2012,19.41866827
9/13/2012,21.69533972
9/14/2012,21.69533972
9/15/2012,20.08827752
9/16/2012,23.57024562
9/17/2012,23.57024562
9/18/2012,19.15082457
9/19/2012,20.92944794
9/20/2012,20.92944794
9/21/2012,24.48887787
9/22/2012,21.21420234
9/23/2012,21.21420234
9/24/2012,21.21420234
9/25/2012,20.35993916
9/26/2012,20.35993916
9/27/2012,23.34986029
9/28/2012,23.91936908
9/29/2012,23.91936908
9/30/2012,21.07182514
10/1/2012,19.36329878
10/2/2012,19.36329878
10/3/2012,20.34741197
10/4/2012,20.65110469
10/5/2012,20.65110469
10/6/2012,20.80295104
10/7/2012,25.20649543
10/8/2012,25.20649543
10/9/2012,22.62510734
10/10/2012,20.9547974
10/11/2012,20.9547974
10/12/2012,22.16956827
10/13/2012,20.9547974
10/14/2012,20.9547974
10/15/2012,23.08064641
10/16/2012,21.53435778
10/17/2012,21.53435778
10/18/2012,24.28342473
10/19/2012,21.07617995
10/20/2012,21.07617995
10/21/2012,25.35250632
10/22/2012,20.92345401
10/23/2012,20.92345401
10/24/2012,21.07617995
10/25/2012,24.58887661
10/26/2012,24.58887661
10/27/2012,25.81068415
10/28/2012,24.13069879
10/29/2012,24.13069879
10/30/2012,22.83220217
10/31/2012,22.17516038
11/1/2012,22.17516038
11/2/2012,23.48924396
11/3/2012,26.28167156
11/4/2012,26.28167156
11/5/2012,22.33942083
11/6/2012,25.78889022
11/7/2012,25.78889022
11/8/2012,23.81776485
11/9/2012,26.28167156
11/10/2012,26.28167156
11/11/2012,23.61218753
11/12/2012,22.77487591
11/13/2012,22.77487591
11/14/2012,22.77487591
11/15/2012,23.61218753
11/16/2012,23.61218753
11/17/2012,26.62650934
11/18/2012,20.59786571
11/19/2012,20.59786571
11/20/2012,25.78919772
11/21/2012,24.61696146
11/22/2012,24.61696146
11/23/2012,27.12889631
11/24/2012,23.61218753
11/25/2012,23.61218753
11/26/2012,25.98426193
11/27/2012,28.89039649
11/28/2012,28.89039649
11/29/2012,22.05243282
11/30/2012,27.35185466
12/1/2012,27.35185466
12/2/2012,25.64236375
12/3/2012,18.97534917
12/4/2012,18.97534917
12/5/2012,24.4457201
12/6/2012,21.19768736
12/7/2012,21.19768736
12/8/2012,22.22338191
12/9/2012,24.27477101
12/10/2012,24.27477101
12/11/2012,21.61171133
12/12/2012,22.78443985
12/13/2012,22.78443985
12/14/2012,19.76885222
12/15/2012,19.26625428
12/16/2012,19.26625428
12/17/2012,21.10911339
12/18/2012,23.95716837
12/19/2012,23.95716837
12/20/2012,20.27145016
12/21/2012,24.12470102
12/22/2012,24.12470102
12/23/2012,21.27664603
12/24/2012,20.60651545
12/25/2012,20.60651545
12/26/2012,23.84708488
12/27/2012,26.06886297
12/28/2012,26.06886297
12/29/2012,23.69896634
12/30/2012,24.88391466
12/31/2012,24.88391466
1/1/2013,23.10649218
1/2/2013,23.69896634
1/3/2013,23.69896634
1/4/2013,22.0696624
1/5/2013,21.03283263
1/6/2013,21.03283263
1/7/2013,23.26118199
1/8/2013,21.64582213
1/9/2013,21.64582213
1/10/2013,19.54585431
1/11/2013,19.22278234
1/12/2013,19.22278234
1/13/2013,24.87654185
1/14/2013,20.51507022
1/15/2013,20.51507022
1/16/2013,19.86892628
1/17/2013,20.19199825
1/18/2013,20.19199825
1/19/2013,21.32275015
1/20/2013,23.58425396
1/21/2013,23.58425396
1/22/2013,21.64582213
1/23/2013,23.90732593
1/24/2013,23.90732593
1/25/2013,22.13679333
1/26/2013,22.43195058
1/27/2013,22.43195058
1/28/2013,23.9077368
1/29/2013,21.39890022
1/30/2013,21.39890022
1/31/2013,22.5795292
2/1/2013,23.76015818
2/2/2013,23.76015818
2/3/2013,25.97383751
2/4/2013,28.00576717
2/5/2013,28.00576717
2/6/2013,24.09798571
2/7/2013,24.74928262
2/8/2013,24.74928262
2/9/2013,26.70317335
2/10/2013,25.88905221
2/11/2013,25.88905221
2/12/2013,25.56340376
2/13/2013,26.70317335
2/14/2013,26.70317335
2/15/2013,30.77377905
2/16/2013,30.28530636
2/17/2013,30.28530636
2/18/2013,30.12780025
2/19/2013,31.39824966
2/20/2013,31.39824966
2/21/2013,29.22033639
2/22/2013,29.40182916
2/23/2013,29.40182916
2/24/2013,35.39109065
2/25/2013,28.13137975
2/26/2013,28.13137975
2/27/2013,31.03526411
2/28/2013,34.30627041
3/1/2013,34.30627041
3/2/2013,33.00350064
3/3/2013,37.9974514
3/4/2013,37.9974514
3/5/2013,35.17478358
3/6/2013,33.00350064
3/7/2013,33.00350064
3/8/2013,36.91180993
3/9/2013,40.16873434
3/10/2013,40.16873434
3/11/2013,25.62113866
3/12/2013,33.43775723
3/13/2013,33.43775723
3/14/2013,40.96623399
3/15/2013,42.41210107
3/16/2013,42.41210107
3/17/2013,43.13503461
3/18/2013,47.47263586
3/19/2013,47.47263586
3/20/2013,53.73805988
3/21/2013,54.22001557
3/22/2013,54.22001557
3/23/2013,72.22873859
3/24/2013,45.26778087
3/25/2013,45.26778087
3/26/2013,41.93926757
3/27/2013,59.58038805
3/28/2013,59.58038805
3/29/2013,55.25332076
3/30/2013,52.25765879
3/31/2013,52.25765879
4/1/2013,58.24898273
4/2/2013,59.24753672
4/3/2013,59.24753672
4/4/2013,54.92547287
4/5/2013,64.07971834
4/6/2013,64.07971834
4/7/2013,64.46114524
4/8/2013,64.07971834
4/9/2013,64.07971834
4/10/2013,62.55401076
4/11/2013,65.98685282
4/12/2013,65.98685282
4/13/2013,62.17258387
4/14/2013,61.02830318
4/15/2013,61.02830318
4/16/2013,74.50115066
4/17/2013,72.71669197
4/18/2013,72.71669197
4/19/2013,64.68662782
4/20/2013,77.62395339
4/21/2013,77.62395339
4/22/2013,70.93223327
4/23/2013,78.07006806
4/24/2013,78.07006806
4/25/2013,76.73172404
4/26/2013,70.93223327
4/27/2013,70.93223327
4/28/2013,80.74675611
4/29/2013,74.63339018
4/30/2013,74.63339018
5/1/2013,72.128914
5/2/2013,73.63159971
5/3/2013,73.63159971
5/4/2013,77.13786636
5/5/2013,81.64592348
5/6/2013,81.64592348
5/7/2013,81.64592348
5/8/2013,83.14860919
5/9/2013,83.14860919
5/10/2013,87.65666632
5/11/2013,89.15935203
5/12/2013,89.15935203
5/13/2013,81.74987297
5/14/2013,81.74987297
5/15/2013,81.74987297
5/16/2013,89.53557516
5/17/2013,81.74987297
5/18/2013,81.74987297
5/19/2013,76.74477871
5/20/2013,82.86211614
5/21/2013,82.86211614
5/22/2013,89.53557516
5/23/2013,90.09169674
5/24/2013,90.09169674
5/25/2013,97.26804906
5/26/2013,103.9136922
5/27/2013,103.9136922
5/28/2013,101.4970947
5/29/2013,102.101244
5/30/2013,102.101244
5/31/2013,119.6215759
6/1/2013,123.2464721
6/2/2013,123.2464721
6/3/2013,126.8713683
6/4/2013,156.7035621
6/5/2013,156.7035621
6/6/2013,124.8973935
6/7/2013,130.327715
6/8/2013,130.327715
6/9/2013,139.6368375
6/10/2013,136.5337967
6/11/2013,136.5337967
6/12/2013,149.7217202
6/13/2013,133.4307558
6/14/2013,133.4307558
6/15/2013,145.067159
6/16/2013,148.0494004
6/17/2013,148.0494004
6/18/2013,120.1699679
6/19/2013,140.3585225
6/20/2013,140.3585225
6/21/2013,165.3538758
6/22/2013,169.1993148
6/23/2013,169.1993148
6/24/2013,142.281242
6/25/2013,181.6969915
6/26/2013,181.6969915
6/27/2013,161.5084369
6/28/2013,170.754179
6/29/2013,170.754179
6/30/2013,162.2694993
7/1/2013,166.5118392
7/2/2013,166.5118392
7/3/2013,180.2994437
7/4/2013,187.7235384
7/5/2013,187.7235384
7/6/2013,198.3293881
7/7/2013,197.2688031
7/8/2013,197.2688031
7/9/2013,181.3600287
7/10/2013,249.7082121
7/11/2013,249.7082121
7/12/2013,196.3851043
7/13/2013,211.9918675
7/14/2013,211.9918675
7/15/2013,213.2924311
7/16/2013,219.7952492
7/17/2013,219.7952492
7/18/2013,219.7952492
7/19/2013,243.205394
7/20/2013,243.205394
7/21/2013,279.6825502
7/22/2013,225.2998321
7/23/2013,225.2998321
7/24/2013,212.8694965
7/25/2013,276.5749663
7/26/2013,276.5749663
7/27/2013,275.0211744
7/28/2013,257.929463
7/29/2013,257.929463
7/30/2013,309.2045972
7/31/2013,287.4515099
8/1/2013,287.4515099
8/2/2013,332.7260031
8/3/2013,317.8555673
8/4/2013,317.8555672
8/5/2013,351.314048
8/6/2013,327.1495897
8/7/2013,327.1495897
8/8/2013,386.6313333
8/9/2013,369.9020929
8/10/2013,369.9020929
8/11/2013,425.6662275
8/12/2013,484.9527656
8/13/2013,484.9527656
8/14/2013,421.8078742
8/15/2013,434.4368525
8/16/2013,434.4368525
8/17/2013,497.5817439
8/18/2013,449.5916264
8/19/2013,449.5916264
8/20/2013,520.3139047
8/21/2013,525.365496
8/22/2013,525.365496
8/23/2013,607.9322986
8/24/2013,467.3888102
8/25/2013,467.3888102
8/26/2013,562.1739535
8/27/2013,545.8316874
8/28/2013,545.8316874
8/29/2013,634.0799243
8/30/2013,702.7174419
8/31/2013,702.7174419
9/1/2013,768.0865063
9/2/2013,604.6638454
9/3/2013,604.6638454
9/4/2013,704.3985918
9/5/2013,821.0781131
9/6/2013,821.0781131
9/7/2013,643.8980992
9/8/2013,834.0425044
9/9/2013,834.0425044
9/10/2013,868.6142144
9/11/2013,898.8644607
9/12/2013,898.8644606
9/13/2013,933.4361707
9/14/2013,1024.579581
9/15/2013,1024.579581
9/16/2013,990.9868074
9/17/2013,845.4181239
9/18/2013,845.4181239
9/19/2013,1080.567536
9/20/2013,1046.974763
9/21/2013,1046.974763
9/22/2013,1237.33381
9/23/2013,1125.3579
9/24/2013,1125.3579
9/25/2013,1265.031076
9/26/2013,1302.020289
9/27/2013,1302.020289
9/28/2013,1242.837548
9/29/2013,1213.246178
9/30/2013,1213.246178
10/1/2013,1279.826761
10/2/2013,1538.75125
10/3/2013,1538.75125
10/4/2013,1560.944778
10/5/2013,1900.662831
10/6/2013,1900.662831
10/7/2013,1467.838622
10/8/2013,1721.887615
10/9/2013,1721.887615
10/10/2013,1665.432283
10/11/2013,1853.616722
10/12/2013,1853.616722
10/13/2013,2427.57926
10/14/2013,2333.487041
10/15/2013,2333.487041
10/16/2013,2382.309675
10/17/2013,2302.45572
10/18/2013,2302.45572
10/19/2013,2874.742402
10/20/2013,2675.107513
10/21/2013,2675.107513
10/22/2013,2808.197439
10/23/2013,2781.579453
10/24/2013,2781.579453
10/25/2013,3867.201912
10/26/2013,3439.672053
10/27/2013,3439.672053
10/28/2013,3051.008544
10/29/2013,3808.902386
10/30/2013,3808.902386
10/31/2013,3692.303334
11/1/2013,4216.99907
11/2/2013,4216.99907
11/3/2013,3886.635088
11/4/2013,3303.639825
11/5/2013,3303.639825
11/6/2013,3911.362076
11/7/2013,3377.99452
11/8/2013,3377.99452
11/9/2013,4266.940446
11/10/2013,4952.698733
11/11/2013,4952.698733
11/12/2013,4774.909547
11/13/2013,4292.338902
11/14/2013,4292.338902
11/15/2013,4978.097188
11/16/2013,5847.426832
11/17/2013,5847.426832
11/18/2013,4696.119995
11/19/2013,4938.500381
11/20/2013,4938.500381
11/21/2013,5029.393026
11/22/2013,4908.202833
11/23/2013,4908.202833
11/24/2013,5453.558703
11/25/2013,4968.79793
11/26/2013,4968.79793
11/27/2013,5514.1538
11/28/2013,6505.60945
11/29/2013,6505.60945
11/30/2013,6857.264015
12/1/2013,5731.969408
12/2/2013,5731.969408
12/3/2013,6224.285799
12/4/2013,6013.29306
12/5/2013,6013.29306
12/6/2013,6751.767646
12/7/2013,6294.616711
12/8/2013,6294.616711
12/9/2013,9076.027624
12/10/2013,7134.389874
12/11/2013,7134.389874
12/12/2013,7495.624804
12/13/2013,9030.873258
12/14/2013,9030.873258
12/15/2013,8714.792694
12/16/2013,8895.410159
12/17/2013,8895.410159
12/18/2013,9753.343119
12/19/2013,9121.181991
12/20/2013,9121.181991
12/21/2013,9744.865734
12/22/2013,9333.937661
12/23/2013,9333.937661
12/24/2013,10097.0898
12/25/2013,10508.01787
12/26/2013,10508.01787
12/27/2013,9627.457714
12/28/2013,8805.601567
12/29/2013,8805.601567
12/30/2013,9920.977766
12/31/2013,11740.80209
1/1/2014,11740.80209
1/2/2014,11493.6341
1/3/2014,10435.93771
1/4/2014,10435.93771
1/5/2014,12480.81739
1/6/2014,13185.94832
1/7/2014,13185.94832
1/8/2014,12762.86976
1/9/2014,14243.64471
1/10/2014,14243.64471
1/11/2014,13397.4876
1/12/2014,18058.64887
1/13/2014,18058.64887
1/14/2014,15211.96531
1/15/2014,17791.77229
1/16/2014,17791.77229
1/17/2014,14500.29442
1/18/2014,16368.43051
1/19/2014,16368.43051
1/20/2014,15300.92417
1/21/2014,16902.18368
1/22/2014,16902.18368
1/23/2014,21375.12675
1/24/2014,16903.79922
1/25/2014,16903.79922
1/26/2014,17558.13983
1/27/2014,18103.42368
1/28/2014,18103.42368
1/29/2014,17449.08306
1/30/2014,20066.44552
1/31/2014,20066.44552
2/1/2014,19412.10491
2/2/2014,21157.01322
2/3/2014,21157.01322
2/4/2014,22283.13349
2/5/2014,21761.8906
2/6/2014,21761.8906
2/7/2014,22804.37638
2/8/2014,19676.91905
2/9/2014,19676.91905
2/10/2014,21761.8906
2/11/2014,21761.8906
2/12/2014,21761.8906
2/13/2014,24889.34793
2/14/2014,23455.92999
2/15/2014,23455.92999
2/16/2014,25824.93977
2/17/2014,25980.5117
2/18/2014,25980.5117
2/19/2014,26602.7994
2/20/2014,26136.08362
2/21/2014,26136.08362
2/22/2014,28314.09059
2/23/2014,28314.09059
2/24/2014,28314.09059
2/25/2014,28158.51867
2/26/2014,28314.09059
2/27/2014,28314.09059
2/28/2014,28072.73751
3/1/2014,28262.41817
3/2/2014,28262.41817
3/3/2014,26365.61158
3/4/2014,30538.58608
3/5/2014,30538.58608
3/6/2014,31676.67003
3/7/2014,33194.1153
3/8/2014,33194.1153
3/9/2014,31297.30871
3/10/2014,31866.35069
3/11/2014,31866.35069
3/12/2014,35706.23191
3/13/2014,29367.84755
3/14/2014,29367.84755
3/15/2014,33382.15765
3/16/2014,37607.74722
3/17/2014,37607.74722
3/18/2014,32748.31921
3/19/2014,35283.67296
3/20/2014,35283.67296
3/21/2014,37185.18827
3/22/2014,43312.29315
3/23/2014,43312.29315
3/24/2014,37582.75087
3/25/2014,39324.9976
3/26/2014,39324.9976
3/27/2014,45547.30735
3/28/2014,42560.59867
3/29/2014,42560.59867
3/30/2014,41813.9215
3/31/2014,44551.73779
4/1/2014,44551.73779
4/2/2014,51769.6171
4/3/2014,50027.37037
4/4/2014,50027.37037
4/5/2014,43198.27922
4/6/2014,44415.13216
4/7/2014,44415.13216
4/8/2014,44110.91892
4/9/2014,53237.31594
4/10/2014,53237.31594
4/11/2014,48674.11743
4/12/2014,60538.43356
4/13/2014,60538.43356
4/14/2014,59321.58062
4/15/2014,45327.77186
4/16/2014,45327.77186
4/17/2014,54119.54337
4/18/2014,56547.98442
4/19/2014,56547.98442
4/20/2014,61404.86652
4/21/2014,53425.70307
4/22/2014,53425.70307
4/23/2014,50997.26202
4/24/2014,56894.90457
4/25/2014,56894.90457
4/26/2014,57935.66502
4/27/2014,57588.74487
4/28/2014,57588.74487
4/29/2014,58067.92463
4/30/2014,66817.88587
5/1/2014,66817.88587
5/2/2014,57272.47361
5/3/2014,60454.2777
5/4/2014,60454.27769
5/5/2014,73976.94507
5/6/2014,64829.25832
5/7/2014,64829.25832
5/8/2014,66022.43485
5/9/2014,70397.41547
5/10/2014,70397.41547
5/11/2014,69096.59676
5/12/2014,74817.97102
5/13/2014,74817.97102
5/14/2014,73057.54817
5/15/2014,80099.23956
5/16/2014,80099.23956
5/17/2014,67776.27963
5/18/2014,77898.711
5/19/2014,77898.711
5/20/2014,78338.81671
5/21/2014,73497.65388
5/22/2014,73497.65388
5/23/2014,87319.1201
5/24/2014,78483.25676
5/25/2014,78483.25676
5/26/2014,67048.61008
5/27/2014,91996.9301
5/28/2014,91996.9301
5/29/2014,84720.33676
5/30/2014,79003.01342
5/31/2014,79003.01342
6/1/2014,93036.44344
6/2/2014,97714.25344
6/3/2014,97714.25344
6/4/2014,75364.71675
6/5/2014,86494.36212
6/6/2014,86494.36212
6/7/2014,87663.20486
6/8/2014,79481.30574
6/9/2014,79481.30574
6/10/2014,85325.51939
6/11/2014,90585.31168
6/12/2014,90585.31168
6/13/2014,102858.1604
6/14/2014,108702.374
6/15/2014,108702.374
6/16/2014,104027.0031
6/17/2014,113768.8429
6/18/2014,113768.8429
6/19/2014,123807.2702
6/20/2014,126484.1841
6/21/2014,126484.1841
6/22/2014,105738.101
6/23/2014,132507.2405
6/24/2014,132507.2405
6/25/2014,114438.0713
6/26/2014,125145.7271
6/27/2014,125145.7271
6/28/2014,145472.7434
6/29/2014,104506.2812
6/30/2014,104506.2812
7/1/2014,116210.9847
7/2/2014,111194.6832
7/3/2014,111194.6832
7/4/2014,127079.6379
7/5/2014,124571.4872
7/6/2014,124571.4872
7/7/2014,135440.1404
7/8/2014,132931.9897
7/9/2014,132931.9897
7/10/2014,125407.5374
7/11/2014,137948.2912
7/12/2014,137948.2912
7/13/2014,124959.9838
7/14/2014,118927.4328
7/15/2014,118927.4328
7/16/2014,147366.6015
7/17/2014,137025.0856
7/18/2014,137025.0856
7/19/2014,146504.8085
7/20/2014,128407.1557
7/21/2014,128407.1557
7/22/2014,125821.7767
7/23/2014,128407.1557
7/24/2014,128407.1557
7/25/2014,130395.0986
7/26/2014,149954.3634
7/27/2014,149954.3634
7/28/2014,138777.6407
7/29/2014,162993.8733
7/30/2014,162993.8733
7/31/2014,142503.215
8/1/2014,157405.5119
8/2/2014,157405.5119
8/3/2014,125738.1308
8/4/2014,122943.9502
8/5/2014,122943.9502
8/6/2014,146228.7892
8/7/2014,157903.3291
8/8/2014,157903.3291
8/9/2014,175557.1175
8/10/2014,178499.4155
8/11/2014,178499.4155
8/12/2014,153980.265
8/13/2014,166730.2233
8/14/2014,166730.2233
8/15/2014,167710.9893
8/16/2014,161826.3932
8/17/2014,161826.3932
8/18/2014,202037.8
8/19/2014,187281.3463
8/20/2014,187281.3463
8/21/2014,190837.3213
8/22/2014,186096.0214
8/23/2014,186096.0214
8/24/2014,158833.5469
8/25/2014,196763.9462
8/26/2014,196763.9462
8/27/2014,214543.8208
8/28/2014,196763.9462
8/29/2014,196763.9462
8/30/2014,231138.3705
8/31/2014,204522.6957
9/1/2014,204522.6957
9/2/2014,216794.0574
9/3/2014,227701.9345
9/4/2014,227701.9345
9/5/2014,229065.4191
9/6/2014,223611.4806
9/7/2014,223611.4806
9/8/2014,179979.9722
9/9/2014,212703.6035
9/10/2014,212703.6035
9/11/2014,219521.0267
9/12/2014,241336.7809
9/13/2014,241336.7809
9/14/2014,219460.9233
9/15/2014,250600.6489
9/16/2014,250600.6489
9/17/2014,274326.1542
9/18/2014,240220.7404
9/19/2014,240220.7404
9/20/2014,259497.7134
9/21/2014,232806.52
9/22/2014,232806.52
9/23/2014,241703.5845
9/24/2014,241703.5845
9/25/2014,241703.5845
9/26/2014,220547.69
9/27/2014,239501.0072
9/28/2014,239501.0072
9/29/2014,261900.3819
9/30/2014,249839.1801
10/1/2014,249839.1801
10/2/2014,242947.0648
10/3/2014,246393.1225
10/4/2014,246393.1225
10/5/2014,275684.6125
10/6/2014,260177.3531
10/7/2014,260177.3531
10/8/2014,247077.5603
10/9/2014,276657.2683
10/10/2014,276657.2683
10/11/2014,257517.4572
10/12/2014,266217.3713
10/13/2014,266217.3713
10/14/2014,255777.4744
10/15/2014,260997.4229
10/16/2014,260997.4229
10/17/2014,294057.0964
10/18/2014,233157.6978
10/19/2014,233157.6978
10/20/2014,243597.5947
