Date,TH/s
9/18/2020,142275247.6
9/19/2020,128478860
9/20/2020,135165071.8
9/21/2020,139219832.8
9/22/2020,123857644.3
9/23/2020,136339422.4
9/24/2020,131538738.5
9/25/2020,162263115.4
9/26/2020,144020516.6
9/27/2020,145940790.2
9/28/2020,123857644.3
9/29/2020,135379285.6
9/30/2020,149781337.3
10/1/2020,119056960.4
10/2/2020,130578601.8
10/3/2020,144980653.4
10/4/2020,151592064.1
10/5/2020,134303836.4
10/6/2020,124710705.3
10/7/2020,144856280.7
10/8/2020,155408725
10/9/2020,136222462.7
10/10/2020,137181775.8
10/11/2020,134303836.4
10/12/2020,142937654.5
10/13/2020,159245977.5
10/14/2020,142937654.5
10/15/2020,144856280.7
10/16/2020,148693533.2
10/17/2020,152419671.5
10/18/2020,119288755.7
10/19/2020,124259120.5
10/20/2020,143146506.8
10/21/2020,129229485.3
10/22/2020,136187996.1
10/23/2020,130223558.3
10/24/2020,151099090.6
10/25/2020,116306536.8
10/26/2020,109348026.1
10/27/2020,98413223.45
10/28/2020,99407296.42
10/29/2020,107359880.1
10/30/2020,110342099
10/31/2020,112330244.9
11/1/2020,124259120.5
11/2/2020,94436931.6
11/3/2020,124332259
11/4/2020,132689483.1
11/5/2020,122675182.5
11/6/2020,127682332.8
11/7/2020,121840657.4
11/8/2020,115164457
11/9/2020,154387134.4
11/10/2020,122675182.5
11/11/2020,122675182.5
11/12/2020,133524008.1
11/13/2020,115998982.1
11/14/2020,118502557.2
11/15/2020,125178757.6
11/16/2020,135534841.9
11/17/2020,137334450.9
11/18/2020,147831351.6
11/19/2020,119839616.4
11/20/2020,146956609.8
11/21/2020,147831351.6
11/22/2020,152205060.2
11/23/2020,128587033.6
11/24/2020,118964874.6
11/25/2020,135584967.4
11/26/2020,131211258.8
11/27/2020,134710225.7
11/28/2020,134710225.7
11/29/2020,135399801.3
11/30/2020,107610727.9
12/1/2020,144750713.7
12/2/2020,124752259.8
12/3/2020,149512250.3
12/4/2020,137132255
12/5/2020,137132255
12/6/2020,129513796.4
12/7/2020,142846099
12/8/2020,137132255
12/9/2020,132370718.4
12/10/2020,123799952.5
12/11/2020,131418411.1
12/12/2020,125704567.1
12/13/2020,148463110.1
12/14/2020,134574371.4
12/15/2020,129933875.8
12/16/2020,132718173.2
12/17/2020,119724785.6
12/18/2020,145711560.8
12/19/2020,146639659.9
12/20/2020,140142966.1
12/21/2020,126221479.4
12/22/2020,132718173.2
12/23/2020,142927263.4
12/24/2020,116940488.2
12/25/2020,133646272.3
12/26/2020,127149578.5
12/27/2020,137358668.7
12/28/2020,147938034
12/29/2020,140537799.4
12/30/2020,159029615.1
12/31/2020,153482070.4
1/1/2021,137764027
1/2/2021,139613208.6
1/3/2021,146085344.1
1/4/2021,159954205.9
1/5/2021,145160753.3
1/6/2021,163652569
1/7/2021,155331252
1/8/2021,136839436.2
1/9/2021,133808024.5
1/10/2021,162879650.9
1/11/2021,157757649.3
1/12/2021,151611247.4
1/13/2021,155708848.7
1/14/2021,150586847.1
1/15/2021,158782049.6
1/16/2021,150586847.1
1/17/2021,136245242.6
1/18/2021,148538046.4
1/19/2021,152635647.7
1/20/2021,144440445.2
1/21/2021,132147641.3
1/22/2021,145464845.5
1/23/2021,159781151.2
1/24/2021,143884925.4
1/25/2021,144920068.7
1/26/2021,166658079
1/27/2021,146990355.4
1/28/2021,150095785.5
1/29/2021,157341788.9
1/30/2021,140779495.3
1/31/2021,149060642.1
2/1/2021,124217201.8
2/2/2021,157341788.9
2/3/2021,155271502.2
2/4/2021,165622935.7
2/5/2021,174939225.8
2/6/2021,169021265.5
2/7/2021,166219498
2/8/2021,172612555.6
2/9/2021,152367873.2
2/10/2021,152367873.2
2/11/2021,137450738.7
2/12/2021,151302363.6
2/13/2021,167285007.6
2/14/2021,158760930.8
2/15/2021,160891950
2/16/2021,128926661.9
2/17/2021,147040325.2
2/18/2021,145974815.6
2/19/2021,163181402.2
2/20/2021,157667240.1
2/21/2021,152267677.1
2/22/2021,143628376.2
2/23/2021,137148900.6
2/24/2021,171706103.9
2/25/2021,168466366.1
2/26/2021,150107851.9
2/27/2021,169546278.7
2/28/2021,141468551
3/1/2021,140388638.4
3/2/2021,154427502.3
3/3/2021,164146715.7
3/4/2021,138228813.2
3/5/2021,160906977.9
3/6/2021,162254331
3/7/2021,155665151.9
3/8/2021,165260948.9
3/9/2021,149267953.9
3/10/2021,158863750.9
3/11/2021,140738356.5
3/12/2021,159929950.6
3/13/2021,152466552.9
3/14/2021,167393348.3
3/15/2021,157797551.2
3/16/2021,158863750.9
3/17/2021,145003155.2
3/18/2021,162062349.9
3/19/2021,158357615.4
3/20/2021,167389189
3/21/2021,169563074.6
3/22/2021,164128360.7
3/23/2021,174997788.5
3/24/2021,165215303.5
3/25/2021,167389189
3/26/2021,147824218.9
3/27/2021,172823903
3/28/2021,172823903
3/29/2021,164128360.7
3/30/2021,158693646.8
3/31/2021,170650017.4
4/1/2021,157606704
4/2/2021,160517766.4
4/3/2021,150672055.7
4/4/2021,167924581.2
4/5/2021,179426264.8
4/6/2021,165624244.5
4/7/2021,180576433.2
4/8/2021,154122560.8
4/9/2021,174825591.4
4/10/2021,180576433.2
4/11/2021,166774412.8
4/12/2021,165624244.5
4/13/2021,163323907.7
4/14/2021,155272729.2
4/15/2021,198514005.7
4/16/2021,120743465.6
4/17/2021,106676265.7
4/18/2021,145361065.3
4/19/2021,113709865.6
4/20/2021,150050132
4/21/2021,118398932.3
4/22/2021,167634131.8
4/23/2021,158255998.6
4/24/2021,169978665.1
4/25/2021,165289598.5
4/26/2021,133638398.8
4/27/2021,166461865.1
4/28/2021,166461865.1
4/29/2021,143016532
4/30/2021,169978665.1
5/1/2021,158954590
5/2/2021,189527186.5
5/3/2021,181331416.3
5/4/2021,185429301.4
5/5/2021,160841990.7
5/6/2021,174160117.3
5/7/2021,176209059.9
5/8/2021,175184588.6
5/9/2021,190551657.8
5/10/2021,184404830.1
5/11/2021,176209059.9
5/12/2021,176209059.9
5/13/2021,185896531.3
5/14/2021,166839065.3
5/15/2021,153143321.1
5/16/2021,164348930
5/17/2021,150653185.8
5/18/2021,124506765.1
5/19/2021,155633456.4
5/20/2021,139447577
5/21/2021,136957441.7
5/22/2021,144427847.6
5/23/2021,148163050.5
5/24/2021,156878524.1
5/25/2021,153143321.1
5/26/2021,151898253.5
5/27/2021,145672915.2
5/28/2021,148163050.5
5/29/2021,144427847.6
5/30/2021,151858199.8
5/31/2021,147526659
6/1/2021,148572947.4
6/2/2021,173683868.1
6/3/2021,153804389.2
6/4/2021,137063775.4
6/5/2021,137063775.4
6/6/2021,156943254.3
6/7/2021,139156352.1
6/8/2021,155896965.9
6/9/2021,131832333.6
6/10/2021,123462026.7
6/11/2021,109860278
6/12/2021,138110063.8
6/13/2021,136724465.1
6/14/2021,133766696.2
6/15/2021,129803238.6
6/16/2021,121876323.2
6/17/2021,128812374.1
6/18/2021,122867187.6
6/19/2021,102059034.9
6/20/2021,104040763.7
6/21/2021,104040763.7
6/22/2021,90168661.9
6/23/2021,100077306.1
6/24/2021,104040763.7
6/25/2021,108995085.8
6/26/2021,88186933.06
6/27/2021,58461000.57
6/28/2021,86205204.23
6/29/2021,89177797.48
6/30/2021,88186933.06
7/1/2021,94132119.56
7/2/2021,89177797.48
7/3/2021,98706076.21
7/4/2021,82108836.08
7/5/2021,94246664.02
7/6/2021,101386562.8
7/7/2021,87820755.11
7/8/2021,99244593.17
7/9/2021,93532674.14
7/10/2021,114952370.5
7/11/2021,89248734.87
7/12/2021,89962724.75
7/13/2021,97102623.54
7/14/2021,121378279.4
7/15/2021,91390704.5
7/16/2021,107098481.8
7/17/2021,101997588.1
7/18/2021,97872242.09
7/19/2021,115543619.1
7/20/2021,82919538.44
7/21/2021,98551910.44
7/22/2021,103989257.2
7/23/2021,91755226.96
7/24/2021,104668925.6
7/25/2021,103989257.2
7/26/2021,101950252.2
7/27/2021,115543619.1
7/28/2021,106707930.6
7/29/2021,108746935.7
7/30/2021,112824945.7
7/31/2021,112465862.1
8/1/2021,110975800.8
8/2/2021,103048957.9
8/3/2021,121785132
8/4/2021,98004603.3
8/5/2021,115299533.3
8/6/2021,114578911.2
8/7/2021,120343887.9
8/8/2021,113858289.1
8/9/2021,109534556.6
8/10/2021,118902643.7
8/11/2021,105931446.2
8/12/2021,108813934.5
8/13/2021,108175319.6
8/14/2021,126820808.5
8/15/2021,140740165.6
8/16/2021,124500915.7
8/17/2021,133007189.5
8/18/2021,104395177.8
8/19/2021,119087832.4
8/20/2021,123727618.1
8/21/2021,131460594.2
8/22/2021,126820808.5
8/23/2021,152339629.8
8/24/2021,119087832.4
8/25/2021,130687447.3
8/26/2021,127844614.1
8/27/2021,127844614.1
8/28/2021,123466373.9
8/29/2021,136601094.5
8/30/2021,118212485.7
8/31/2021,126093318
9/1/2021,119963781.7
9/2/2021,130471558.2
9/3/2021,129595910.2
9/4/2021,135725446.5
9/5/2021,143606278.9
9/6/2021,150611463.2
9/7/2021,133974150.4
9/8/2021,129910433.7
9/9/2021,125412870.4
9/10/2021,124497447.9
9/11/2021,135482516.9
9/12/2021,134567094.5
9/13/2021,145552163.4
9/14/2021,153790965.1
9/15/2021,129989982.4
9/16/2021,124497447.9
9/17/2021,134567094.5
9/18/2021,141890473.8
9/19/2021,146467585.8
9/20/2021,150129275.5
9/21/2021,113928907.4
9/22/2021,126546633.8
9/23/2021,155822347.6
9/24/2021,139767923.9
9/25/2021,135990412.5
9/26/2021,131268523.2
9/27/2021,146378569
9/28/2021,143545435.4
9/29/2021,122769122.4
9/30/2021,161488614.8
10/1/2021,132212901
10/2/2021,177543038.5
10/3/2021,141656679.7
10/4/2021,147411968.4
10/5/2021,162177735.8
10/6/2021,129544410.9
10/7/2021,139433297.3
10/8/2021,118666636
10/9/2021,148333295
10/10/2021,157233292.7
10/11/2021,144377740.4
10/12/2021,132511076.8
10/13/2021,167122179
10/14/2021,135477742.7
10/15/2021,139433297.3
10/16/2021,131522188.2
10/17/2021,158222181.3
10/18/2021,146534419.3
10/19/2021,154737198.7
10/20/2021,148747371.7
10/21/2021,147749067.2
10/22/2021,157732112.3
10/23/2021,144754153.6
10/24/2021,152740589.7
10/25/2021,181691420.4
10/26/2021,149745676.2
10/27/2021,156733807.7
10/28/2021,152740589.7
10/29/2021,170710070.9
10/30/2021,154737198.7
10/31/2021,140175299.1
11/1/2021,159350397
11/2/2021,170117315.7
11/3/2021,173347391.3
11/4/2021,153966937.6
11/5/2021,166887240.1
11/6/2021,165810548.2
11/7/2021,164733856.4
11/8/2021,145353402.7
11/9/2021,163657164.5
11/10/2021,160427088.9
11/11/2021,170117315.7
11/12/2021,152890245.8
11/13/2021,164733856.4
11/14/2021,175094161.9
11/15/2021,170197841.4
11/16/2021,169070703.3
11/17/2021,167943565.3
11/18/2021,162307875.2
11/19/2021,154417909.1
11/20/2021,163435013.2
11/21/2021,148782218.9
11/22/2021,158926461.1
11/23/2021,148782218.9
11/24/2021,176960669.5
11/25/2021,146527942.9
11/26/2021,148782218.9
11/27/2021,161180737.2
11/28/2021,155225116.6
11/29/2021,158774565.2
11/30/2021,148781760.4
12/1/2021,152112695.3
12/2/2021,172098304.9
12/3/2021,186532356.3
12/4/2021,172098304.9
12/5/2021,184311733
12/6/2021,190973602.9
12/7/2021,170987993.3
12/8/2021,186532356.3
12/9/2021,180980798.1
12/10/2021,173208616.6
12/11/2021,176161777.1
12/12/2021,168385593.5
12/13/2021,169588347.8
12/14/2021,178007627.5
12/15/2021,169588347.8
12/16/2021,138316737.6
12/17/2021,179210381.7
12/18/2021,153952542.7
12/19/2021,179210381.7
12/20/2021,173196610.5
12/21/2021,193643432.6
12/22/2021,178007627.5
12/23/2021,182818644.4
12/24/2021,181615890.2
12/25/2021,177149566.8
12/26/2021,161682278.5
12/27/2021,178574456.9
12/28/2021,161682278.5
12/29/2021,174954704.4
12/30/2021,143583516
12/31/2021,179781041
1/1/2022,207532476.9
1/2/2022,190640298.6
1/3/2022,168921783.5
1/4/2022,177367872.7
1/5/2022,180987625.2
1/6/2022,176161288.5
1/7/2022,168921783.5
1/8/2022,174242949.2
1/9/2022,170826076.6
1/10/2022,172037609.1
1/11/2022,191422128.4
1/12/2022,168403011.7
1/13/2022,216864310.1
1/14/2022,192633660.9
1/15/2022,201114388.1
1/16/2022,212018180.2
1/17/2022,195056725.8
1/18/2022,164768414.4
1/19/2022,209595115.3
1/20/2022,204748985.5
1/21/2022,175442615.3
1/22/2022,177474949.7
1/23/2022,186746029.1
1/24/2022,198665988.4
1/25/2022,201314868.3
1/26/2022,172177190
1/27/2022,173501629.9
1/28/2022,203963748.1
1/29/2022,197341548.5
1/30/2022,193368228.7
1/31/2022,189394909
2/1/2022,203963748.1
2/2/2022,202639308.2
2/3/2022,194692668.7
2/4/2022,172445464.5
2/5/2022,157888391.8
2/6/2022,206979740.5
2/7/2022,180443876.4
2/8/2022,204326154.1
2/9/2022,185751049.2
2/10/2022,195038601.7
2/11/2022,188404635.6
2/12/2022,248110330
2/13/2022,209633327
2/14/2022,202999360.9
2/15/2022,232188811.5
2/16/2022,206979740.5
2/17/2022,213256529.5
2/18/2022,186294128.9
2/19/2022,207147949.3
2/20/2022,200196675.8
2/21/2022,171001327.3
2/22/2022,211318713.4
2/23/2022,208538204
2/24/2022,183513619.5
2/25/2022,186294128.9
2/26/2022,173781836.6
2/27/2022,189074638.3
2/28/2022,214099222.7
3/1/2022,225221260.3
3/2/2022,189074638.3
3/3/2022,204908164.1
3/4/2022,190365286.6
3/5/2022,168452735.7
3/6/2022,179409011.2
3/7/2022,202691096.6
3/8/2022,202691096.6
3/9/2022,188995752.2
3/10/2022,198582493.3
3/11/2022,188995752.2
3/12/2022,213647372.1
3/13/2022,206799699.9
3/14/2022,209538768.8
3/15/2022,190365286.6
3/16/2022,212277837.6
3/17/2022,217523034.5
3/18/2022,195149454.7
3/19/2022,211525632.8
3/20/2022,210160951.3
3/21/2022,208796269.8
